client_id,path,sentence,up_votes,down_votes,age,gender,accents,locale,segment
f61a1318220ea2e68ec33534ef26649d12c8f738bedccb0295be3e53cc5f031c08d705e8d7630512d9c3320828392a52d941528fd177977cfbab865af1d552d5,/scratch/s3944867/cv-corpus-8.0-2022-01-19/fy-NL/clips/common_voice_fy-NL_21691188.mp3,"""Kaarten.""",2,1,thirties,female,unknown,fy-NL,unknown
baa23f88208eba61520a03dd285c9308b4140908aa4fc09c201fba034156c4667230e83a94f973c376ee939aa87fc5f0e6bdf59dedec27f2aee6d0832ea787cb,/scratch/s3944867/cv-corpus-8.0-2022-01-19/fy-NL/clips/common_voice_fy-NL_24673793.mp3,"""Hjir soene wy ús dus eigentlik écht drok oer meitsje moatte.""",2,0,unknown,unknown,unknown,fy-NL,unknown
32be2d1e0fb4f91d5780895ae0a23ba8375a06bd2c138053d854e6f5eb32496ac9da1ac170b100af76742a35c5072573ed7f2eba751ff5ccd0646c6a48ce4900,/scratch/s3944867/cv-corpus-8.0-2022-01-19/fy-NL/clips/common_voice_fy-NL_23783017.mp3,"""Wat is de temperatuer yn myn hús?""",2,0,sixties,female,unknown,fy-NL,unknown
315c4048e122cf4da64149d367dc8dec6b26ca7c43df20106b27a7dcb836290f43e52ee0f7eb50738022709ed00b40a9423b00250112cf700884fc73fe62f7b9,/scratch/s3944867/cv-corpus-8.0-2022-01-19/fy-NL/clips/common_voice_fy-NL_20755893.mp3,"""Ik sjoch it nut der net fan yn.""",2,0,unknown,unknown,unknown,fy-NL,unknown
db4ee58cb7f478be047a6a758aeede7e98b6f2b60188cdaf12c7202fe673a87513e785ac9f41f7f6e20c1de961c6fb9c1dc10e0754d051b62b86be4776cc4d15,/scratch/s3944867/cv-corpus-8.0-2022-01-19/fy-NL/clips/common_voice_fy-NL_24668963.mp3,"""Ik helle op 'e fyts troch rein en wyn myn boadskippen.""",2,0,unknown,unknown,unknown,fy-NL,unknown
95543d261a29bf7801cb83b7dc5c9c68e88cd6518ffb208d48b5b2a1ed0cb6607ea0c0bdef1a9c880be4cc8cc0c99cafc02d8531dc72db5790092e85efb43e62,/scratch/s3944867/cv-corpus-8.0-2022-01-19/fy-NL/clips/common_voice_fy-NL_23762931.mp3,"""It konsern neamde it optreden fan justysje ûnbegryplik en kundige juridyske stappen oan.""",2,0,unknown,unknown,unknown,fy-NL,unknown
ddd1689db56740f5e7d778c0c2e9def49c0adaaa82c8a428af229f605a57062310fcf13887fc00fd750da6dd9a8c3291d00816604dae7ec78e2ee20cb3799373,/scratch/s3944867/cv-corpus-8.0-2022-01-19/fy-NL/clips/common_voice_fy-NL_22979985.mp3,"""Hja heart net dat wy der oankomme oant wy deun foar har steane.""",2,0,sixties,female,unknown,fy-NL,unknown
4016668bc1a655ac16537904b69bb0c487ef72aac707a2ff43718a4e522d95a51facf7b0be8d3eaf8f1ae4c986a7ca57993cf39e91498afa900ac08ba9f78a37,/scratch/s3944867/cv-corpus-8.0-2022-01-19/fy-NL/clips/common_voice_fy-NL_20788295.mp3,"""Klik Sykje.""",2,0,twenties,male,unknown,fy-NL,unknown
f61a1318220ea2e68ec33534ef26649d12c8f738bedccb0295be3e53cc5f031c08d705e8d7630512d9c3320828392a52d941528fd177977cfbab865af1d552d5,/scratch/s3944867/cv-corpus-8.0-2022-01-19/fy-NL/clips/common_voice_fy-NL_21446083.mp3,"""Hy droech syn wurk altiten út de holle foar.""",2,1,thirties,female,unknown,fy-NL,unknown
ec966391108d5af1ee69d2a2ec72adc4e35eb0e67af94e07b4c3fda680480f7121ca546b1162b51a096514d6343d005500c52754b2181dd8a7aa70308ef0f5cc,/scratch/s3944867/cv-corpus-8.0-2022-01-19/fy-NL/clips/common_voice_fy-NL_28330008.mp3,"""Dy sompefloara en floara fan de lege greiden, dêr is neat mear fan oer.""",2,0,fourties,male,unknown,fy-NL,unknown
d029d8a1bac54f4a1b37527b9a798a6cc590e34e34eab343cff17d8283e3cf5efbf5f6de40698d3a19ad75f395495dd5b9981e2963c7420a29d1742da90c5f02,/scratch/s3944867/cv-corpus-8.0-2022-01-19/fy-NL/clips/common_voice_fy-NL_21415066.mp3,"""De mûzen soargje foar in soad skea by hûnderten boeren.""",2,1,unknown,unknown,unknown,fy-NL,unknown
9b3406ecb12a12d32a77253a35a0249f4b34e423e5cca4050ca98dac1e962d445478b004cb2922836b506e605c0759db8c81764a755964a0562c0c86f2057895,/scratch/s3944867/cv-corpus-8.0-2022-01-19/fy-NL/clips/common_voice_fy-NL_23794082.mp3,"""Myn broer seit dat hja sadaliks fuortgeane, omdat hja der betiid ôf moatte.""",2,0,unknown,unknown,unknown,fy-NL,unknown
52112f4c966d9e2246d170b0d2b6ee6886999b9827df6e0d505ebca928528921293fe63cda69aedbcb0af13733eeb06e2a81289d33f2da5fc283f6f9ee3672e3,/scratch/s3944867/cv-corpus-8.0-2022-01-19/fy-NL/clips/common_voice_fy-NL_23807293.mp3,"""Wa is begûn mei dy fjochterij?""",2,0,fourties,female,unknown,fy-NL,unknown
d47bac722f1bdbf0508994aeda3406118c039a89cc33c55691e6efbadc834a2bce685530e3d0b8b4e4468452955d88a470a60964a32a8581f0c7bf13626f6342,/scratch/s3944867/cv-corpus-8.0-2022-01-19/fy-NL/clips/common_voice_fy-NL_21420112.mp3,"""Meitsje it koeler min trije graden.""",2,0,unknown,unknown,unknown,fy-NL,unknown
5c2609c23e37c4260f25b58a898332e35247f99e5d1613e277f7d9a29fd81a4586785ff4aa9b12dd683579b8cb4fbe33f7a3e78fc926fa55e07a648c6d52d75d,/scratch/s3944867/cv-corpus-8.0-2022-01-19/fy-NL/clips/common_voice_fy-NL_21876329.mp3,"""Dy training is op moandeitemoarn om healwei tsienen.""",2,0,unknown,unknown,unknown,fy-NL,unknown
315c4048e122cf4da64149d367dc8dec6b26ca7c43df20106b27a7dcb836290f43e52ee0f7eb50738022709ed00b40a9423b00250112cf700884fc73fe62f7b9,/scratch/s3944867/cv-corpus-8.0-2022-01-19/fy-NL/clips/common_voice_fy-NL_20755808.mp3,"""Kinne wy hjir sitte of binne dizze stuollen al beset?""",2,0,unknown,unknown,unknown,fy-NL,unknown
976ec8dadd064f1f536ebf55caed4c16be1a1a6dfde8c70ebdf47261c74ca5a26345c5fae41b113db8834a09765b909c4b33a1cd99f0f864b43cd6ca819420e0,/scratch/s3944867/cv-corpus-8.0-2022-01-19/fy-NL/clips/common_voice_fy-NL_20750087.mp3,"""De lêste dagen hawwe in soad sportfiskers al oefene op it wedstriidwetter.""",2,0,unknown,unknown,unknown,fy-NL,unknown
fea5df1da4e13e9743ef27914abf30ec29a48da5c73a1d04d3f2d18375fe1e59c9b122072b9ec1b246b4aa790f352df27fd34cad62600491de5916167cf95593,/scratch/s3944867/cv-corpus-8.0-2022-01-19/fy-NL/clips/common_voice_fy-NL_21407224.mp3,"""Ik huverje altyd wat by it hearren fan it wurd boykot.""",2,0,fourties,female,unknown,fy-NL,unknown
71ca49b6c8ec4974b549342b109dd0a3bcc702caa7bc18119b3a75295c8da08742b9c2f0ea84ffdc5490ac63ab16318b5932eceb8db36e10f83c611b344011ba,/scratch/s3944867/cv-corpus-8.0-2022-01-19/fy-NL/clips/common_voice_fy-NL_21438199.mp3,"""Wat is de koers fan myn oandielen?""",2,0,unknown,unknown,unknown,fy-NL,unknown
3ca9ef5b64693b9b1a6b12df5ac95fc1469bd1e8c5107d97250cbc19ac7bb9ec10eb476c12d050fff685a78501431d22a0bab1151cebc31f6f0e6a243cdd2a89,/scratch/s3944867/cv-corpus-8.0-2022-01-19/fy-NL/clips/common_voice_fy-NL_20760800.mp3,"""Op in tiisdeitenacht skille Markus my wekker.""",2,0,unknown,unknown,unknown,fy-NL,unknown
f463da892beabf9e155482a6c808178f355a28774f652f5ea3dbca6e1f84491405a5cc1cb33d74b33d2c3f0aa30dbb52fc489b2c51bad4940aa12021ce09b8f6,/scratch/s3944867/cv-corpus-8.0-2022-01-19/fy-NL/clips/common_voice_fy-NL_23778279.mp3,"""Begûnst sneintenachts om tolve oere en giest troch oant saterdeitejûns healwei sânen, sân oere.""",2,0,unknown,unknown,unknown,fy-NL,unknown
4dbda06b0ad0e34e30286ac1adfc9ca2f4f2865b1d5e613cb0584f68d79931c20868c32e6d7593f28e46b57384f6e071bbaf31e2a82cc837fa0dd42db6db784e,/scratch/s3944867/cv-corpus-8.0-2022-01-19/fy-NL/clips/common_voice_fy-NL_23781197.mp3,"""Hij kin allegear oare drokten net kombinearje mei it foarsitterskip fan 'e feriening.""",2,0,unknown,unknown,unknown,fy-NL,unknown
c0974119f70e33fe004b881ed0e7af7997a5e50e7943600234e0138fa34b8f07add269e27ad98b1f3fd12abdb40dae7335e88c1a322774c603c492704b96ac90,/scratch/s3944867/cv-corpus-8.0-2022-01-19/fy-NL/clips/common_voice_fy-NL_20760163.mp3,"""Ik ha al de hiele dei ôfgryslike pineholle.""",2,0,unknown,unknown,unknown,fy-NL,unknown
55777abf934ef44a89f7d05956d76bf0e821da9b6c596128de3c14033a864300df09d89fa45d37e343b6f50cad9b80b6f492074ef4a172987aa0287e6a60508b,/scratch/s3944867/cv-corpus-8.0-2022-01-19/fy-NL/clips/common_voice_fy-NL_23809514.mp3,"""Har galery is iepen op freedtejûn en sneon.""",2,1,fourties,female,unknown,fy-NL,unknown
ddd1689db56740f5e7d778c0c2e9def49c0adaaa82c8a428af229f605a57062310fcf13887fc00fd750da6dd9a8c3291d00816604dae7ec78e2ee20cb3799373,/scratch/s3944867/cv-corpus-8.0-2022-01-19/fy-NL/clips/common_voice_fy-NL_21701651.mp3,"""De besite oan de myn wie tige nijsgjirrich.""",2,0,sixties,female,unknown,fy-NL,unknown
f61a1318220ea2e68ec33534ef26649d12c8f738bedccb0295be3e53cc5f031c08d705e8d7630512d9c3320828392a52d941528fd177977cfbab865af1d552d5,/scratch/s3944867/cv-corpus-8.0-2022-01-19/fy-NL/clips/common_voice_fy-NL_21630678.mp3,"""De treinen dy't ál rieden, sieten fansels grôtfol yn 'e jûnsspits.""",2,0,thirties,female,unknown,fy-NL,unknown
fd6f174fe45574b47da5f5b9f627bb55607f2b9093c46153b518a04c7784e0513deca75b6881f8a3614332515f9c901ee693b047bfa4ec4936b6355296cb821e,/scratch/s3944867/cv-corpus-8.0-2022-01-19/fy-NL/clips/common_voice_fy-NL_21486175.mp3,"""Nee, ik wit it net.""",2,0,fourties,female,unknown,fy-NL,unknown
d47bac722f1bdbf0508994aeda3406118c039a89cc33c55691e6efbadc834a2bce685530e3d0b8b4e4468452955d88a470a60964a32a8581f0c7bf13626f6342,/scratch/s3944867/cv-corpus-8.0-2022-01-19/fy-NL/clips/common_voice_fy-NL_21419225.mp3,"""Hy is de foarsitter en beslút mei oer alles wat oan de oarder komt.""",2,0,unknown,unknown,unknown,fy-NL,unknown
cefa4983846e0a0b58a71b60a2203cd424d1dd6fcf114ffb6bd09edade03e3f34dc89c6498f1a847a00595fe4a1cb6733a0a91657bbae4efeeb2fef2b489a130,/scratch/s3944867/cv-corpus-8.0-2022-01-19/fy-NL/clips/common_voice_fy-NL_23780404.mp3,"""Se moatte op fêste tiden ite yn de ytseal.""",2,1,unknown,unknown,unknown,fy-NL,unknown
f61a1318220ea2e68ec33534ef26649d12c8f738bedccb0295be3e53cc5f031c08d705e8d7630512d9c3320828392a52d941528fd177977cfbab865af1d552d5,/scratch/s3944867/cv-corpus-8.0-2022-01-19/fy-NL/clips/common_voice_fy-NL_21446082.mp3,"""Yn de Nederlânske polityk wie it och sa ûnrêstich.""",2,0,thirties,female,unknown,fy-NL,unknown
866721a19e7d70e5802178ec5919ab89adb0046de3abcc9d6736bd2d341ecf47dab67c7e62b0c4b765e11dd2725f93129f2b6a15c8072043c4f7ea7770f21ec8,/scratch/s3944867/cv-corpus-8.0-2022-01-19/fy-NL/clips/common_voice_fy-NL_21509091.mp3,"""De Boer en syn frou wolle altyd yn Eastermar wenjen bliuwe.""",2,0,unknown,unknown,unknown,fy-NL,unknown
d623031d70284609b6448f194fd4a36c83cfc5dfe12b7b19c1e12f89274b5d1aec46d1688b85124b54b56eba0c02ae1cf78145da392623a6420a17d8b9f2252f,/scratch/s3944867/cv-corpus-8.0-2022-01-19/fy-NL/clips/common_voice_fy-NL_24753753.mp3,"""Ik freegje it my ôf, hear.""",2,0,unknown,unknown,unknown,fy-NL,unknown
3066c363c971494ec1c9609d25db5f5ca90c95282e009580864d9bf6f0f9c80960fd283b699b57af4d0c963910bd6d60b1ea7f13c07ef75fb0c903c11313a361,/scratch/s3944867/cv-corpus-8.0-2022-01-19/fy-NL/clips/common_voice_fy-NL_22424154.mp3,"""Sa ferlear er mei de dei wat mear fan syn gesach.""",2,0,fifties,female,unknown,fy-NL,unknown
70b311d6811c230bf42f2812441243780b8d21c286c30df9d19cbe42e2446fb579584a305fc37075ff97a4ea026bd74e1cdb0d104a978804fb78083535128af7,/scratch/s3944867/cv-corpus-8.0-2022-01-19/fy-NL/clips/common_voice_fy-NL_23776036.mp3,"""Meitsje dy net drok, it komt altyd goed.""",2,0,unknown,unknown,unknown,fy-NL,unknown
1107e03cfc79e84226749b52048e2b7a4a80cb1e9a868ce5749c22ae8836a175572ffe3c0bc5dbd63e2e34e8b40c50f90915e55227c98cd50ddfbbb86cbc9c13,/scratch/s3944867/cv-corpus-8.0-2022-01-19/fy-NL/clips/common_voice_fy-NL_20761882.mp3,"""Ik wit wol út wat nêst asto útbret bist.""",2,0,unknown,unknown,unknown,fy-NL,unknown
baa23f88208eba61520a03dd285c9308b4140908aa4fc09c201fba034156c4667230e83a94f973c376ee939aa87fc5f0e6bdf59dedec27f2aee6d0832ea787cb,/scratch/s3944867/cv-corpus-8.0-2022-01-19/fy-NL/clips/common_voice_fy-NL_24639292.mp3,"""Lit myn oantekeningen sjen fan tritich juny.""",2,0,sixties,unknown,unknown,fy-NL,unknown
dc80f9d223f20c3c64968c7ed7166e7b0a261995c22ce307065a1ab112c8f7d66f70be904c1d426c2804000ddf4291880b73dda1469e1afedf46fff01df62016,/scratch/s3944867/cv-corpus-8.0-2022-01-19/fy-NL/clips/common_voice_fy-NL_24685685.mp3,"""Ik kin der neat oan dwaan dat it in bytsje as in ferwyt klinkt.""",2,0,unknown,unknown,unknown,fy-NL,unknown
4dbda06b0ad0e34e30286ac1adfc9ca2f4f2865b1d5e613cb0584f68d79931c20868c32e6d7593f28e46b57384f6e071bbaf31e2a82cc837fa0dd42db6db784e,/scratch/s3944867/cv-corpus-8.0-2022-01-19/fy-NL/clips/common_voice_fy-NL_23783244.mp3,"""Tink derom, moarn om tsien oere nei de toskedokter.""",2,0,unknown,unknown,unknown,fy-NL,unknown
985e394043a09edff00786b30609cb188d80a357feecbbd7d66e94b0d5d67a63a9ddea166492c476785686722ff6ee3867d8478ddeaa9710db142aea945fac46,/scratch/s3944867/cv-corpus-8.0-2022-01-19/fy-NL/clips/common_voice_fy-NL_23765408.mp3,"""Hy sloech mei de doarren en trape tsjin de stuollen.""",2,1,thirties,female,unknown,fy-NL,unknown
d623031d70284609b6448f194fd4a36c83cfc5dfe12b7b19c1e12f89274b5d1aec46d1688b85124b54b56eba0c02ae1cf78145da392623a6420a17d8b9f2252f,/scratch/s3944867/cv-corpus-8.0-2022-01-19/fy-NL/clips/common_voice_fy-NL_24748456.mp3,"""Wy sieten mei ús allen oan in rûne tafel.""",2,0,unknown,unknown,unknown,fy-NL,unknown
e799c5d1960c4851c06403b848f43b158a1f25801efceb90c6d59aba61dcebeb7c748d2137f15c2cce70f6a1b9cae5b5a2b5c64a94c720d2d1f89e5fa7240b38,/scratch/s3944867/cv-corpus-8.0-2022-01-19/fy-NL/clips/common_voice_fy-NL_21435579.mp3,"""Troch de Foarstreek fan Burgum kamen wy op de Legewei.""",2,1,sixties,female,unknown,fy-NL,unknown
581251914ca5d3eeb5de368076aecc0fb67f77facc6df38a62cad5cd309cc0b97bdd6fd2ad5ee355982275cace3d4403ee09cecdd5618dcfa90af1a9f9fc7153,/scratch/s3944867/cv-corpus-8.0-2022-01-19/fy-NL/clips/common_voice_fy-NL_21431817.mp3,"""Selektearje 'tsjuster' oant en mei 'nacht'.""",2,0,twenties,female,unknown,fy-NL,unknown
6d9456137fa46b1765eb5403318836ffbd583c056ad4a164af322fff86431e8b27cf7b06b20d6ffb3a4c3f63839b5ac659b4b2160fadb67570896b513335175b,/scratch/s3944867/cv-corpus-8.0-2022-01-19/fy-NL/clips/common_voice_fy-NL_21413854.mp3,"""De tongersdeitemoarns foar de opname wurde jo belle troch de ferpleechkundige.""",2,0,thirties,male,unknown,fy-NL,unknown
