client_id,path,sentence,up_votes,down_votes,age,gender,accents,locale,segment
8bb68f05ae148f774e1a43068fdcbe62752fa5562b16fb714dee543066912677c5b03320d2116b9135a73f30eed557dd48c00f017380205d9b91250a6753148c,/scratch/s3944867/cv-corpus-8.0-2022-01-19/fy-NL/clips/common_voice_fy-NL_20756931.mp3,"""De ôfrûne jierren hawwe se in fikse kwaliteitsslach makke.""",2,0,unknown,unknown,unknown,fy-NL,unknown
95543d261a29bf7801cb83b7dc5c9c68e88cd6518ffb208d48b5b2a1ed0cb6607ea0c0bdef1a9c880be4cc8cc0c99cafc02d8531dc72db5790092e85efb43e62,/scratch/s3944867/cv-corpus-8.0-2022-01-19/fy-NL/clips/common_voice_fy-NL_23788864.mp3,"""Ik ferfeel my hjir en der komt net ien mear op besite.""",2,0,unknown,unknown,unknown,fy-NL,unknown
7a685f096d4371847ba52526c5dc63763bacde9a17d35da6777f244e9dc44acbf241bd6e0d7618d9ab3d08dee13d3b6136cee5370b72032c573720ef9a5e5a16,/scratch/s3944867/cv-corpus-8.0-2022-01-19/fy-NL/clips/common_voice_fy-NL_24729050.mp3,"""Al myn freonen hâlde fan kompjûterspultsjes.""",2,0,thirties,male,unknown,fy-NL,unknown
efda00cc4b2526ba0559df115d860a56385479d1457b63ec857fd47d5da961f10d714c3653b75f0858808233b64c72201b163cc801922871a186aebcadd4bfe6,/scratch/s3944867/cv-corpus-8.0-2022-01-19/fy-NL/clips/common_voice_fy-NL_21428182.mp3,"""Wat binne dyn hobbys?""",2,0,unknown,unknown,unknown,fy-NL,unknown
541d455d0860609b8e656846476a17607b288a98eb811f59110b7ae1c0a5274978af300ae02225f1762907835aaf355f7d2362f39ed0eb9115d2c0784898b37f,/scratch/s3944867/cv-corpus-8.0-2022-01-19/fy-NL/clips/common_voice_fy-NL_24401029.mp3,"""Album ôfdraaie.""",2,0,fifties,male,unknown,fy-NL,unknown
7c38ad269df6320109a2f0c926e37c580cba02edbe9a4ab357530cfe740b998652897ac1a0a0942d7a6226287f9eec52c285e22e7523055196b729a47e12410b,/scratch/s3944867/cv-corpus-8.0-2022-01-19/fy-NL/clips/common_voice_fy-NL_21489960.mp3,"""De polysje docht ûndersyk nei de krekte tadracht fan it ûngelok.""",2,0,unknown,unknown,unknown,fy-NL,unknown
ddd1689db56740f5e7d778c0c2e9def49c0adaaa82c8a428af229f605a57062310fcf13887fc00fd750da6dd9a8c3291d00816604dae7ec78e2ee20cb3799373,/scratch/s3944867/cv-corpus-8.0-2022-01-19/fy-NL/clips/common_voice_fy-NL_21541738.mp3,"""Ik kin oer myn ûndersiken net folle fertelle oan famyljeleden en kollega's.""",2,0,sixties,female,unknown,fy-NL,unknown
25582548f4135909bac93021c99510789a9468f1abe47f8ab97add53a5a756162a72cfc82c61671041a1828e2d32d2fad413cf09e4113c6b21711209a5093aaf,/scratch/s3944867/cv-corpus-8.0-2022-01-19/fy-NL/clips/common_voice_fy-NL_24674011.mp3,"""De dyk is ôfsletten.""",2,0,unknown,unknown,unknown,fy-NL,unknown
cde746387952406aac67fc0e6ac06d567239875eb4e989ee0ce4de431d1c97b73af5432baf33b3887137e77194dd6cabde8467bf81c3e32a0d6950f3ed35951d,/scratch/s3944867/cv-corpus-8.0-2022-01-19/fy-NL/clips/common_voice_fy-NL_21565738.mp3,"""It pear wie sûnt ein juny mei fakânsje.""",2,0,fifties,female,unknown,fy-NL,unknown
77388fdb0fa1f6e9610f0117fcb4a8c65e292a5219553321b77b36f43a3797b9af92e41176112a79deef97e92b9b0d4b087d1c6c17aa9a9ff450d06fe1e93ad5,/scratch/s3944867/cv-corpus-8.0-2022-01-19/fy-NL/clips/common_voice_fy-NL_22241706.mp3,"""It spyt my.""",2,0,unknown,unknown,unknown,fy-NL,unknown
